"trace_id","source_id","source_type","source_artifact","contract_artifacts","contract_records","required_future_evidence","status_or_gate"
"TR-REQ-087","SEC-006","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","UI_REFERENCE_DESIGN_CONTRACT.md;foundation-flow-coverage.csv;reference-template-inventory.csv","Redis/challenge states","Distributed limit tests later; exact booking limits unresolved","contracted_future_visual_evidence_required"
"TR-REQ-088","SEC-007","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","UI_REFERENCE_DESIGN_CONTRACT.md;foundation-flow-coverage.csv;reference-template-inventory.csv","System states","Later security/accessibility review; no policy weakened","contracted_future_visual_evidence_required"
"TR-REQ-089","SEC-008","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","UI_REFERENCE_DESIGN_CONTRACT.md;foundation-flow-coverage.csv;reference-template-inventory.csv","Boundary; analytics envelope","Validator secret-like scan","contracted_future_visual_evidence_required"
"TR-REQ-090","SEC-009","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","UI_REFERENCE_DESIGN_CONTRACT.md;foundation-flow-coverage.csv;reference-template-inventory.csv","Human gates","Dated independent legal/security review before public gate","contracted_future_visual_evidence_required"
"TR-REQ-091","SEC-010","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","UI_REFERENCE_DESIGN_CONTRACT.md;foundation-flow-coverage.csv;reference-template-inventory.csv","Exclusion/no credential work","No credential generated or documented","contracted_future_visual_evidence_required"
"TR-REQ-092","NFR-001","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Semantic path","Later Quick Access LCP/INP/CLS evidence","contracted_future_visual_evidence_required"
"TR-REQ-093","NFR-002","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","J-02 failure recovery","Later transfer manifest and fallback test","contracted_future_visual_evidence_required"
"TR-REQ-094","NFR-003","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Acceptance evidence boundary","Later load test; no UI target invented","contracted_future_visual_evidence_required"
"TR-REQ-095","NFR-004","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Dependency states","Later SLI/SLO test; outage recovery preserves direct path","contracted_future_visual_evidence_required"
"TR-REQ-096","NFR-005","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Recovery priority","Later recovery drill; adequacy remains risk","contracted_future_visual_evidence_required"
"TR-REQ-097","NFR-006","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","BP-NFR-006 applied to every route flow template profile and B01-B09 batch; latest two stable Chrome Edge Firefox Safari release families at dated QA; Safari/iOS 16.4 minimum legacy floor","Dated later QA selects exact then-current versions and proves representative evergreen coverage Safari/iOS 16.4 mobile layout input virtual-keyboard safe-area behavior plus below-floor and otherwise-unsupported semantic Quick Access recovery","contracted_future_visual_evidence_required"
"TR-REQ-098","NFR-007","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Low-power/degradation","Numerical device targets remain later approval","contracted_future_visual_evidence_required"
"TR-REQ-099","NFR-008","requirement","docs/phase-1-foundation/01-product-requirements.md;docs/phase-1-ux-architecture/traceability.csv","responsive-state-mode-matrix.csv;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","J-02; FV-01","UXTEST-005","contracted_future_visual_evidence_required"
"TR-REQ-100","NFR-A11Y-001","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC;BP-NFR-006","WCAG 2.2 Level AA is the normative target for every applicable full page and complete process including represented third-party steps; no current visual or implemented conformance is claimed and design annotation alone cannot establish it","contracted_future_visual_evidence_required"
"TR-REQ-101","NFR-A11Y-002","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC","Conformance holds independently within each stream: contrast focus order and target size are measured against that stream own rendering and aggregate evidence across streams does not satisfy the obligation. A-06 forbids one obligation naming more than one stream","contracted_future_visual_evidence_required"
"TR-REQ-102","NFR-A11Y-003","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-SEMANTIC;TPL-QUICK-ACCESS-RECOVERY","S-SEMANTIC carries the equivalent core journey end to end and is never framed as an error surface an optional extra or a fallback; the A-16 framing guard scans the design UX and production packages for that vocabulary","contracted_future_visual_evidence_required"
"TR-REQ-103","NFR-A11Y-004","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","COV-ACT-09;PRIM-001;TPL-GLOBAL-NAVIGATION;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;PRIM-042;PRIM-043;PRIM-044;B01","Required evidence: stream control present discoverable and keyboard operable in every stream; group accessible name identifies the delivery stream control and reports the in-force stream while the checked radio reports the pending selection; Apply has a distinct accessible name stating it applies the selection; persistent visible text inside the fieldset before Apply in both DOM reading order and visual order and programmatically associated with both the group and the Apply button; not tooltip title hover-only focus-only or accessible-description-only; same wording in every stream explains that applying the pending selection re-enters the experience while preserving the current location; verify guidance before operation for sighted mouse users keyboard users without assistive technology screen-reader users and screen-magnifier users at 400% zoom; exact public copy remains gated; UXTEST-046 execution evidence remains required","contracted_future_visual_evidence_required"
"TR-REQ-104","NFR-A11Y-005","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;TPL-WORLD-SHELL;TPL-WORLD-HUD","Every interactive 3D state carries a non-colour non-motion cue and a persistent keyboard focus indicator at or above 3 to 1 against every adjacent scene colour measured per stream; the design system currently has no token for this ring and the gap is an open risk under gate G-6","contracted_future_visual_evidence_required"
"TR-REQ-105","NFR-A11Y-006","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","MP-REDUCED-MOTION;DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC","The prefers-reduced-motion suppression list is exhaustive and normative and anything not enumerated continues to run; reduced motion asks for reduced motion not reduced content and never changes the stream in force","contracted_future_visual_evidence_required"
"TR-REQ-106","NFR-A11Y-007","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","MA-024;MA-029","Independent accessibility review precedes any phase acceptance and the producer does not approve their own material output under Constitution 2.0.0 section VII; MA-029 is awaiting human and R-035 cannot be closed by the producer","contracted_future_visual_evidence_required"
"TR-REQ-107","FR-3D-010","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-SEMANTIC;TPL-QUICK-ACCESS-RECOVERY","S-SEMANTIC is a peer surface at P0 carrying the core journey without WebGL; it was priority P2 and titled a fallback before D-039 and that framing is now a regression","contracted_future_visual_evidence_required"
"TR-REQ-108","FR-3D-011","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC","Four peer streams carry equivalent core journeys; stream presence is declared at the primitive computed at the template and inherited unstored by routes and flows so no record assigns it and A-01 fails if a stream column returns","contracted_future_visual_evidence_required"
"TR-REQ-109","FR-3D-012","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC","Selection precedence per style guide 8.2.2: WebGL ceiling then hardwareConcurrency tiering then S-LOW unsignalled default then stored measurement applied only from the next visit then a reversible persisting user override; effectiveType prefers-reduced-data and deviceMemory are verified unusable and must not appear. Exact thresholds are uncertainty U-03","contracted_future_visual_evidence_required"
"TR-REQ-110","FR-3D-013","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","COV-ACT-09;STATE-STREAM-CHANGED;TPL-GLOBAL-NAVIGATION","The stream resolves once before first paint and changes only by the visitor own act; the change announces politely does not move focus within a shell and preserves scroll open panel and route. Across the semantic boundary focus moves to the destination shell stream control and never to the document body","contracted_future_visual_evidence_required"
"TR-REQ-111","FR-3D-014","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","PRIM-001;COV-ACT-09;STATE-PREFERENCE-WRITE-FAILED;PRIM-042;PRIM-043;PRIM-044;B01","Required evidence: four native radio inputs sharing one name inside a fieldset with a legend plus a separate always-present Apply submit button; arrow Tab pointer and touch selection changes only checked state without applying a stream reloading transitioning or other accessibility-tree changes; only explicit Apply activation or native Enter submission of the same form to that button applies the stream; never apply on focus selection blur arrow movement or timeout; streams above the capability ceiling remain present and disabled with a textual reason rather than hidden; preference write failure is explained without blocking under ACT-11 and the choice still applies for the session; UXTEST-046 execution evidence remains required","contracted_future_visual_evidence_required"
"TR-REQ-112","FR-3D-015","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","TPL-PUBLIC-HOME;PRIM-001;ACT-06","Stream selection and World entry are separate questions: the canvas is entered only on an explicit visitor action in every stream and ROUTE-HOME first frame is a non-World shell carrying the stream control including in S-HIGH. B01 evidence explicitly excludes Reception rooms hotspots and the HUD","contracted_future_visual_evidence_required"
"TR-REQ-113","FR-3D-016","requirement","docs/active/Hengshi_Design_SRS_v3.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;component-primitives.csv;design-batch-plan.csv","SP-BOOKING;TPL-BOOKING-VERIFICATION;TPL-BOOKING-AVAILABILITY;COV-ACT-09","A stream change never discards booking process state; a held slot a verified email and entered values survive every boundary including the semantic one where state is rehydrated into the incoming shell before that shell is announced. Where it cannot be carried the change is refused and explained under ACT-11 and is never silently reset","contracted_future_visual_evidence_required"
"TR-ROUTE-001","ROUTE-HOME","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-HOME;TPL-PUBLIC-HOME;/","Route sheet plus standard/narrow composition; full-name/category/promise/action stress; no proof-wall filler","route_instance_contracted_not_active"
"TR-ROUTE-002","ROUTE-SERVICES","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICES;TPL-SERVICE-COLLECTION;/services","Route sheet plus all five wings and ten services; longest-title and empty-related-proof stress","route_instance_contracted_not_active"
"TR-ROUTE-003","ROUTE-WING-STRATEGY","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WING-STRATEGY;TPL-SERVICE-WING;/services/strategy-transformation","Route sheet showing one-service wing and closed/held immersive delta","route_instance_contracted_not_active"
"TR-ROUTE-004","ROUTE-SERVICE-STRATEGY-ARCHITECTURE","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-STRATEGY-ARCHITECTURE;TPL-SERVICE-DETAIL;/services/strategy-transformation/strategy-architecture","Route sheet with formal-title/context/scope/limits/evidence/source/action slots","route_instance_contracted_not_active"
"TR-ROUTE-005","ROUTE-WING-DIGITAL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WING-DIGITAL;TPL-SERVICE-WING;/services/digital-products-growth","Route sheet showing three-service maximum-density wing and release-state delta","route_instance_contracted_not_active"
"TR-ROUTE-006","ROUTE-SERVICE-PLATFORM-PRODUCT","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-PLATFORM-PRODUCT;TPL-SERVICE-DETAIL;/services/digital-products-growth/platform-product-engineering","Route sheet with formal-title/context/scope/limits/evidence/source/action slots","route_instance_contracted_not_active"
"TR-ROUTE-007","ROUTE-SERVICE-PRODUCT-EXPERIENCE","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-PRODUCT-EXPERIENCE;TPL-SERVICE-DETAIL;/services/digital-products-growth/product-design-experience-engineering","Route sheet stress-tests the longest formal service title and wrapped navigation","route_instance_contracted_not_active"
"TR-ROUTE-008","ROUTE-SERVICE-COMMERCE-GROWTH","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-COMMERCE-GROWTH;TPL-SERVICE-DETAIL;/services/digital-products-growth/commerce-content-growth-platforms","Route sheet stress-tests comma-bearing formal title and related-content labels","route_instance_contracted_not_active"
"TR-ROUTE-009","ROUTE-WING-AI-DATA","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WING-AI-DATA;TPL-SERVICE-WING;/services/ai-data-automation","Route sheet shows first-release wing and two-service structure","route_instance_contracted_not_active"
"TR-ROUTE-010","ROUTE-SERVICE-AI-AUTOMATION","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-AI-AUTOMATION;TPL-SERVICE-DETAIL;/services/ai-data-automation/ai-systems-agentic-automation","Route sheet adds AI governance/source/refusal limits without operational claims","route_instance_contracted_not_active"
"TR-ROUTE-011","ROUTE-SERVICE-DATA-ANALYTICS","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-DATA-ANALYTICS;TPL-SERVICE-DETAIL;/services/ai-data-automation/data-platforms-analytics","Route sheet with formal-title/context/scope/limits/evidence/source/action slots","route_instance_contracted_not_active"
"TR-ROUTE-012","ROUTE-WING-IMMERSIVE","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WING-IMMERSIVE;TPL-SERVICE-WING;/services/immersive-creative","Route sheet shows two-service wing and non-WebGL equivalence","route_instance_contracted_not_active"
"TR-ROUTE-013","ROUTE-SERVICE-SPATIAL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-SPATIAL;TPL-SERVICE-DETAIL;/services/immersive-creative/spatial-computing-immersive-platforms","Route sheet adds non-WebGL examples and performance/accessibility limits","route_instance_contracted_not_active"
"TR-ROUTE-014","ROUTE-SERVICE-CREATIVE","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-CREATIVE;TPL-SERVICE-DETAIL;/services/immersive-creative/creative-visual-design-services","Route sheet shows licensed-proof and asset-held behavior","route_instance_contracted_not_active"
"TR-ROUTE-015","ROUTE-WING-CLOUD-TRUST","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WING-CLOUD-TRUST;TPL-SERVICE-WING;/services/cloud-reliability-trust","Route sheet shows final-release wing and assurance-language boundary","route_instance_contracted_not_active"
"TR-ROUTE-016","ROUTE-SERVICE-CLOUD-RELIABILITY","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-CLOUD-RELIABILITY;TPL-SERVICE-DETAIL;/services/cloud-reliability-trust/cloud-devops-platform-reliability","Route sheet preserves platform-neutral customer offer and target-vs-proof labels","route_instance_contracted_not_active"
"TR-ROUTE-017","ROUTE-SERVICE-SECURITY-TRUST","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-SERVICE-SECURITY-TRUST;TPL-SERVICE-DETAIL;/services/cloud-reliability-trust/security-privacy-trust-engineering","Route sheet separates requirement/control/test/limitation and rejects assurance inflation","route_instance_contracted_not_active"
"TR-ROUTE-018","ROUTE-INDUSTRIES","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-INDUSTRIES;TPL-INDUSTRY-COLLECTION;/industries","Route sheet compares only Agriculture and Mining and records D-025 override of stale source status","route_instance_contracted_not_active"
"TR-ROUTE-019","ROUTE-INDUSTRY-AGRICULTURE","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-INDUSTRY-AGRICULTURE;TPL-INDUSTRY-DETAIL;/industries/agriculture","Route sheet tests reviewed context without pastoral rescue or delivery-history implication","route_instance_contracted_not_active"
"TR-ROUTE-020","ROUTE-INDUSTRY-MINING","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-INDUSTRY-MINING;TPL-INDUSTRY-DETAIL;/industries/mining","Route sheet tests reviewed context without extraction spectacle or delivery-history implication","route_instance_contracted_not_active"
"TR-ROUTE-021","ROUTE-WORK","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WORK;TPL-WORK-COLLECTION;/work","Honest-empty reference is mandatory; populated variant uses only clearly marked non-public fixtures","route_instance_contracted_not_active"
"TR-ROUTE-022","ROUTE-WORK-DETAIL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-WORK-DETAIL;TPL-WORK-DETAIL;/work/{verified-case-slug}","Pattern-instance sheet only until a case is authorized; stress source/method/rights/limitation slots","route_instance_contracted_not_active"
"TR-ROUTE-023","ROUTE-DEMOS","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-DEMOS;TPL-DEMO-COLLECTION;/demos","Honest-empty reference and explicit Demo-vs-Work classification are mandatory","route_instance_contracted_not_active"
"TR-ROUTE-024","ROUTE-DEMO-DETAIL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-DEMO-DETAIL;TPL-DEMO-DETAIL;/demos/{capability-demo-slug}","Pattern-instance sheet stresses ownership/provenance/reproducibility/limits/security labels","route_instance_contracted_not_active"
"TR-ROUTE-025","ROUTE-INSIGHTS","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-INSIGHTS;TPL-INSIGHT-COLLECTION;/insights","Honest-empty plus six-cornerstone maximum-density planning fixture; no thin filler","route_instance_contracted_not_active"
"TR-ROUTE-026","ROUTE-INSIGHT-DETAIL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-INSIGHT-DETAIL;TPL-INSIGHT-DETAIL;/insights/{article-slug}","Pattern-instance sheet stresses long reading/source/reviewer/media alternatives and print","route_instance_contracted_not_active"
"TR-ROUTE-027","ROUTE-EXPERTS","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-EXPERTS;TPL-EXPERT-COLLECTION;/experts","Honest-empty reference mandatory; no invented profile/portrait/credential","route_instance_contracted_not_active"
"TR-ROUTE-028","ROUTE-EXPERT-DETAIL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-EXPERT-DETAIL;TPL-EXPERT-DETAIL;/experts/{verified-person-slug}","Pattern-instance sheet uses anonymous structural labels until identity/consent/portrait rights exist","route_instance_contracted_not_active"
"TR-ROUTE-029","ROUTE-TRUST","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-TRUST;TPL-TRUST-COLLECTION;/trust","Reference separates requirements targets controls tests limits scope/date/owner and honest held state","route_instance_contracted_not_active"
"TR-ROUTE-030","ROUTE-TRUST-DETAIL","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-TRUST-DETAIL;TPL-TRUST-DETAIL;/trust/{topic-slug}","Pattern-instance sheet stress-tests scope/date/source/owner/legal-review and target-vs-control labels","route_instance_contracted_not_active"
"TR-ROUTE-031","ROUTE-ABOUT","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-ABOUT;TPL-PUBLIC-ABOUT;/about","Reference shows approved brand/approach with legal/history/size/office/person facts visibly held","route_instance_contracted_not_active"
"TR-ROUTE-032","ROUTE-CONTACT","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-CONTACT;TPL-PUBLIC-CONTACT;/contact","Reference reserves purpose/channel/consent/status/recovery without example address owner or SLA","route_instance_contracted_not_active"
"TR-ROUTE-033","ROUTE-BOOK","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-BOOK;TPL-BOOKING-SHELL;/book","Route shell plus qualification verification availability review pending confirmation reschedule cancellation and failure evidence","route_instance_contracted_not_active"
"TR-ACT-001","ACT-01","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-01;TPL-GLOBAL-NAVIGATION;NAVIGATION_SEARCH","Destinations visible and focus enters menu; Control failure or JavaScript absent; recovery: Semantic initial-HTML links; reload or skip link; focus returns on close","flow_action_contracted_not_implemented"
"TR-ACT-002","ACT-02","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-02;TPL-GLOBAL-NAVIGATION;TPL-QUICK-ACCESS-RECOVERY;NAVIGATION_SEARCH","Complete active-release document H1 and context; Loading offline unknown 404 retired 410 or release unavailable; recovery: Approved cached/prior truth; retry; directory; nearest canonical; Home or Book","flow_action_contracted_not_implemented"
